id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R6,0.25,0.152895,0.0164468,0.03025,0.000768765,AIR,5.8
20-06-24_R6,0.308081,0.0501257,0.0131167,0.0225333,0.000500666,AIR,5.8
20-06-24_R6,0.366162,0.0733833,0.00977206,0.0175667,0.000742069,AIR,5.8
20-06-24_R6,0.424242,0.11874,0.006967,0.0179,0.000178885,AIR,5.8
20-06-24_R6,0.482323,0.192087,0.00565425,0.0185,0.000154919,AIR,5.8
20-06-24_R6,0.540404,0.117668,0.00512183,0.0177,0.000289828,AIR,5.8
20-06-24_R6,0.598485,0.180773,0.00798224,0.0260667,0.00036697,AIR,5.8
20-06-24_R6,0.656566,0.0796566,0.0140955,0.0162,0.000219089,AIR,5.8
20-06-24_R6,0.714646,0.101586,0.0104784,0.0153833,0.00033116,AIR,5.8
20-06-24_R6,0.772727,0.406451,0.0194701,0.0370667,0.00976272,AIR,5.8
20-06-24_R6,0.830808,0.209672,0.00660898,0.0311333,0.00349552,AIR,5.8
20-06-24_R6,0.888889,0.141817,0.00425532,0.0128833,0.00017224,AIR,5.8
20-06-24_R6,0.94697,0.0715943,0.00438673,0.0150667,0.000326599,AIR,5.8
20-06-24_R6,1.00505,0.0984261,0.00876661,0.0117,0.000141421,AIR,5.8
20-06-24_R6,1.06313,0.11765,0.010154,0.0125167,0.000256255,AIR,5.8
20-06-24_R6,1.12121,0.176082,0.0081638,0.01375,0.000122474,AIR,5.8
20-06-24_R6,1.17929,0.132846,0.00655567,0.01295,0.00013784,AIR,5.8
20-06-24_R6,1.23737,0.0661885,0.00775895,0.0119167,0.000183485,AIR,5.8
20-06-24_R6,1.29545,0.0207204,0.00236315,0.0111833,0.000147196,AIR,5.8
20-06-24_R6,1.35354,0.0852335,0.00759159,0.0121833,0.000116905,AIR,5.8
20-06-24_R6,1.41162,0.117466,0.00689223,0.0125833,0.000213698,AIR,5.8
20-06-24_R6,1.4697,0.113774,0.00776883,0.0119167,7.52773e-05,AIR,5.8
20-06-24_R6,1.52778,0.127443,0.00305272,0.0116167,0.000147196,AIR,5.8
20-06-24_R6,1.58586,0.0990606,0.00565089,0.0105333,5.16398e-05,AIR,5.8
20-06-24_R6,1.64394,0.0616238,0.00181395,0.00898,0.000129306,AIR,5.8
20-06-24_R6,1.70202,0.02402,0.00167642,0.00764,4.73286e-05,AIR,5.8
20-06-24_R6,1.7601,0.0650408,0.00191452,0.00795667,5.95539e-05,AIR,5.8
20-06-24_R6,1.81818,0.0516942,0.00514269,0.00804833,7.96032e-05,AIR,5.8
20-06-24_R6,1.87626,0.0241818,0.00291721,0.007435,0.000163799,AIR,5.8
20-06-24_R6,1.93434,0.0330219,0.00353662,0.00705667,5.60952e-05,AIR,5.8
