id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R6,1.99242,0.0236691,0.00311539,0.00729333,5.92171e-05,AIR,5.8
20-06-24_R6,2.05051,0.0397045,0.00184085,0.00764667,7.65942e-05,AIR,5.8
20-06-24_R6,2.10859,0.068987,0.00355512,0.00884833,0.000488361,AIR,5.8
20-06-24_R6,2.16667,0.0734402,0.00655144,0.00952167,0.000190517,AIR,5.8
20-06-24_R6,2.22475,0.186414,0.00559352,0.0110167,9.83192e-05,AIR,5.8
20-06-24_R6,2.28283,0.219219,0.0183455,0.0116,0.000309839,AIR,5.8
20-06-24_R6,2.34091,0.0172841,0.00246854,0.00865,0.000131909,AIR,5.8
20-06-24_R6,2.39899,0.193554,0.00834918,0.00977833,0.000132577,AIR,5.8
20-06-24_R6,2.45707,0.149322,0.00439537,0.0104167,0.00150578,AIR,5.8
20-06-24_R6,2.51515,0.0630393,0.00381689,0.006095,8.50294e-05,AIR,5.8
20-06-24_R6,2.57323,0.0673266,0.0191572,0.00603333,0.000138516,AIR,5.8
20-06-24_R6,2.63131,0.126261,0.0240821,0.007385,0.00127864,AIR,5.8
20-06-24_R6,2.68939,0.0910278,0.009071,0.00563667,8.28654e-05,AIR,5.8
20-06-24_R6,2.74747,0.141586,0.0149485,0.00617333,5.78504e-05,AIR,5.8
20-06-24_R6,2.80556,0.0894913,0.00580775,0.00563833,0.000101275,AIR,5.8
20-06-24_R6,2.86364,0.086147,0.00371606,0.00707167,9.1086e-05,AIR,5.8
20-06-24_R6,2.92172,0.0347199,0.00641744,0.00634167,0.000159551,AIR,5.8
20-06-24_R6,2.9798,0.080411,0.00192613,0.006875,9.09395e-05,AIR,5.8
20-06-24_R6,3.03788,0.0326674,0.00349867,0.0063,8.43801e-05,AIR,5.8
20-06-24_R6,3.09596,0.0514433,0.00366603,0.00575833,4.53505e-05,AIR,5.8
20-06-24_R6,3.15404,0.0145773,0.00218227,0.005105,4.46094e-05,AIR,5.8
20-06-24_R6,3.21212,0.0335039,0.00475791,0.00573333,2.58199e-05,AIR,5.8
20-06-24_R6,3.2702,0.0394224,0.00280699,0.00545333,0.000121929,AIR,5.8
20-06-24_R6,3.32828,0.0182928,0.00220757,0.00483833,8.42417e-05,AIR,5.8
20-06-24_R6,3.38636,0.141308,0.00424004,0.0185667,0.000196638,AIR,5.8
20-06-24_R6,3.44444,0.0545848,0.00434707,0.0173167,0.000160208,AIR,5.8
20-06-24_R6,3.50253,0.0318918,0.00393168,0.0159667,0.000294392,AIR,5.8
20-06-24_R6,3.56061,0.0899478,0.00388002,0.0162833,0.000147196,AIR,5.8
20-06-24_R6,3.61869,0.0611816,0.0049799,0.0149167,0.00017224,AIR,5.8
20-06-24_R6,3.67677,0.0367777,0.00437321,0.0133167,0.000204124,AIR,5.8
20-06-24_R6,3.73485,0.0284734,0.00243962,0.0127,0.000189737,AIR,5.8
20-06-24_R6,3.79293,0.0432321,0.0133381,0.0237167,0.00294035,AIR,5.8
20-06-24_R6,3.85101,0.0364765,0.00335854,0.0138667,0.000206559,AIR,5.8
20-06-24_R6,3.90909,0.0354485,0.00207993,0.0152,0.000141421,AIR,5.8
20-06-24_R6,3.96717,0.0575733,0.00904747,0.0170333,0.000175119,AIR,5.8
20-06-24_R6,4.02525,0.0621656,0.00639438,0.0189667,0.000216025,AIR,5.8
20-06-24_R6,4.08333,0.0903422,0.0110133,0.0288833,0.00150388,AIR,5.8
20-06-24_R6,4.14141,0.0663938,0.00555624,0.0263333,0.000216025,AIR,5.8
20-06-24_R6,4.19949,0.0659833,0.00537073,0.0315,0.000178885,AIR,5.8
20-06-24_R6,4.25758,0.101523,0.0147591,0.0366333,0.000592171,AIR,5.8
20-06-24_R6,4.31566,0.140793,0.00849967,0.0334167,0.000343026,AIR,5.8
20-06-24_R6,4.37374,0.0914134,0.00708369,0.0349167,0.000348807,AIR,5.8
20-06-24_R6,4.43182,0.0903422,0.0110133,0.0349333,0.00183485,AIR,5.8
20-06-24_R6,4.4899,0.156212,0.00803964,0.03335,0.000333167,AIR,5.8
20-06-24_R6,4.54798,0.220199,0.00527457,0.0363,0.00115931,AIR,5.8
20-06-24_R6,4.60606,0.264111,0.0130334,0.0320167,0.000767898,AIR,5.8
20-06-24_R6,4.66414,0.364002,0.0109221,0.0366833,0.000271416,AIR,5.8
20-06-24_R6,4.72222,0.404033,0.0121234,0.037,0.0004,AIR,5.8
20-06-24_R6,4.7803,0.299319,0.0238375,0.0391833,0.000248328,AIR,5.8
20-06-24_R6,4.83838,0.239227,0.00704181,0.0430333,0.000242212,AIR,5.8
20-06-24_R6,4.89646,0.217416,0.0148459,0.0417,0.000971597,AIR,5.8
20-06-24_R6,4.95455,0.206161,0.0124459,0.0424,0.000409878,AIR,5.8
20-06-24_R6,5.01263,0.221542,0.0133745,0.04395,8.3666e-05,AIR,5.8
20-06-24_R6,5.07071,0.182905,0.00666087,0.0377333,0.00037238,AIR,5.8
20-06-24_R6,5.12879,0.243411,0.0112854,0.0378167,0.000534478,AIR,5.8
20-06-24_R6,5.18687,0.258899,0.0150681,0.03675,0.000361939,AIR,5.8
20-06-24_R6,5.24495,0.475607,0.0139999,0.0368667,0.000581951,AIR,5.8
20-06-24_R6,5.30303,0.583891,0.0184367,0.0394667,0.000731209,AIR,5.8
20-06-24_R6,5.36111,0.794806,0.118776,0.450167,0.00392003,AIR,5.8
20-06-24_R6,5.41919,1.0463,0.147952,0.524833,0.00574166,AIR,5.8
20-06-24_R6,5.47727,0.770783,0.105681,0.4995,0.00582237,AIR,5.8
20-06-24_R6,5.53535,1.01177,0.0921672,0.555167,0.00608002,AIR,5.8
20-06-24_R6,5.59343,1.04202,0.098544,0.562833,0.00386868,AIR,5.8
20-06-24_R6,5.65152,1.16514,0.246152,0.595833,0.00893122,AIR,5.8
20-06-24_R6,5.7096,0.935397,0.0761367,0.609833,0.0054191,AIR,5.8
20-06-24_R6,5.76768,1.04268,0.108513,0.6335,0.0102713,AIR,5.8
20-06-24_R6,5.82576,1.08661,0.147746,0.649167,0.00630608,AIR,5.8
20-06-24_R6,5.88384,1.08762,0.171988,0.688833,0.0106474,AIR,5.8
20-06-24_R6,5.94192,1.16675,0.0796693,0.730667,0.0107641,AIR,5.8
20-06-24_R6,6.0,1.29885,0.32644,0.718167,0.00943221,AIR,5.8
