id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
30-05-24_R6,0.25,17.0,,0.297,,PCR,LF
30-05-24_R6,0.552632,28.5,,0.456,,PCR,LF
30-05-24_R6,0.855263,32.3,,0.483,,PCR,LF
30-05-24_R6,1.15789,16.5,,0.259,,PCR,LF
30-05-24_R6,1.46053,2.06,,0.0394,,PCR,LF
30-05-24_R6,1.76316,7.02,,0.11,,PCR,LF
30-05-24_R6,2.06579,0.751,,0.0167,,PCR,LF
30-05-24_R6,2.36842,0.663,,0.0158,,PCR,LF
30-05-24_R6,2.67105,0.249,,0.00902,,PCR,LF
30-05-24_R6,2.97368,0.687,,0.0153,,PCR,LF
30-05-24_R6,3.27632,1.5,,0.0292,,PCR,LF
30-05-24_R6,3.57895,0.741,,0.0181,,PCR,LF
30-05-24_R6,3.88158,0.398,,0.0137,,PCR,LF
30-05-24_R6,4.18421,0.141,,0.0115,,PCR,LF
30-05-24_R6,4.48684,0.141,,0.0101,,PCR,LF
30-05-24_R6,4.78947,0.0367,,0.01,,PCR,LF
30-05-24_R6,5.09211,0.0806,,0.0122,,PCR,LF
30-05-24_R6,5.39474,0.157,,0.0826,,PCR,LF
30-05-24_R6,5.69737,0.249,,0.128,,PCR,LF
30-05-24_R6,6.0,0.205,,0.112,,PCR,LF
