id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R0,2.16667,3.61542,0.157371,0.0745,0.0023883,AIR,HF
20-06-24_R0,2.22475,4.8639,0.0,0.0904167,0.00230601,AIR,HF
20-06-24_R0,2.28283,4.6657,0.139999,0.0843667,0.00768809,AIR,HF
20-06-24_R0,2.34091,1.7153,0.0882796,0.0350667,0.00145419,AIR,HF
20-06-24_R0,2.39899,1.21704,0.151374,0.02205,0.00199875,AIR,HF
20-06-24_R0,2.45707,2.73253,0.0654544,0.05025,0.00101341,AIR,HF
20-06-24_R0,2.51515,3.16113,0.219851,0.0408667,0.00116218,AIR,HF
20-06-24_R0,2.57323,2.30964,0.711026,0.02105,0.00269574,AIR,HF
20-06-24_R0,2.63131,0.690541,0.0844383,0.01195,0.00103875,AIR,HF
20-06-24_R0,2.68939,1.42467,0.0812699,0.0211,0.00114891,AIR,HF
20-06-24_R0,2.74747,2.26417,0.224252,0.02865,0.000854985,AIR,HF
20-06-24_R0,2.80556,2.93679,0.0864465,0.0354833,0.00197931,AIR,HF
20-06-24_R0,2.86364,3.11636,0.146386,0.0553333,0.00351094,AIR,HF
20-06-24_R0,2.92172,1.23702,0.0757955,0.0253833,0.00213018,AIR,HF
20-06-24_R0,2.9798,1.08037,0.14316,0.0223333,0.0026311,AIR,HF
20-06-24_R0,3.03788,2.1559,0.142873,0.0392667,0.00305003,AIR,HF
20-06-24_R0,3.09596,3.33551,0.121469,0.0497,0.00116619,AIR,HF
20-06-24_R0,3.15404,2.09914,0.0629861,0.0282167,0.0018313,AIR,HF
20-06-24_R0,3.21212,0.999169,0.323372,0.01395,0.00126925,AIR,HF
20-06-24_R0,3.2702,2.21328,0.0806015,0.03855,0.0022421,AIR,HF
20-06-24_R0,3.32828,3.64848,0.394698,0.0449333,0.00434864,AIR,HF
20-06-24_R0,3.38636,5.68005,0.179039,0.108833,0.00343026,AIR,HF
20-06-24_R0,3.44444,6.35111,0.231289,0.116833,0.00511534,AIR,HF
20-06-24_R0,3.50253,4.26946,0.125675,0.0869167,0.00214608,AIR,HF
20-06-24_R0,3.56061,6.87329,0.216651,0.13,0.00219089,AIR,HF
20-06-24_R0,3.61869,7.25141,0.0,0.135833,0.00343026,AIR,HF
20-06-24_R0,3.67677,5.63155,0.134896,0.111167,0.00116905,AIR,HF
20-06-24_R0,3.73485,4.50018,0.103738,0.0894667,0.00396367,AIR,HF
20-06-24_R0,3.79293,5.86455,0.0,0.136833,0.00915241,AIR,HF
20-06-24_R0,3.85101,3.33367,0.0,0.0699167,0.00332591,AIR,HF
20-06-24_R0,3.90909,5.55875,0.175216,0.108617,0.0118238,AIR,HF
20-06-24_R0,3.96717,5.33002,0.159932,0.110833,0.00354495,AIR,HF
20-06-24_R0,4.02525,6.37048,0.0,0.130333,0.00471876,AIR,HF
20-06-24_R0,4.08333,4.76751,0.143053,0.138667,0.0037238,AIR,HF
20-06-24_R0,4.14141,3.48075,4.75074e-16,0.0816,0.00196672,AIR,HF
20-06-24_R0,4.19949,4.75039,0.14254,0.1105,0.00083666,AIR,HF
20-06-24_R0,4.25758,5.09255,0.149903,0.1145,0.00423084,AIR,HF
20-06-24_R0,4.31566,4.75607,0.139999,0.105167,0.00183485,AIR,HF
20-06-24_R0,4.37374,2.85797,1.13414,0.0815667,0.0209983,AIR,HF
20-06-24_R0,4.43182,3.89699,0.0898338,0.0982333,0.00377448,AIR,HF
20-06-24_R0,4.4899,3.39559,0.107032,0.08495,0.00245662,AIR,HF
20-06-24_R0,4.54798,3.84131,0.0885499,0.0958,0.00227772,AIR,HF
20-06-24_R0,4.60606,5.31723,0.156517,0.115333,0.00320416,AIR,HF
20-06-24_R0,4.66414,5.44633,0.163421,0.125333,0.00377712,AIR,HF
20-06-24_R0,4.72222,7.11915,0.307093,0.1495,0.00694982,AIR,HF
20-06-24_R0,4.7803,6.13203,0.141356,0.139,0.00554977,AIR,HF
20-06-24_R0,4.83838,5.15211,9.50147e-16,0.124333,0.00175119,AIR,HF
20-06-24_R0,4.89646,3.89755,0.116948,0.101183,0.00265813,AIR,HF
20-06-24_R0,4.95455,5.22521,0.236263,0.123,0.00629285,AIR,HF
20-06-24_R0,5.01263,5.30788,1.71951,0.131067,0.0294732,AIR,HF
20-06-24_R0,5.07071,6.5095,0.0,0.137667,0.00784007,AIR,HF
20-06-24_R0,5.12879,4.78496,0.293185,0.103883,0.0122743,AIR,HF
20-06-24_R0,5.18687,4.9237,0.113501,0.109,0.00672309,AIR,HF
20-06-24_R0,5.24495,5.72687,0.132016,0.120833,0.00813429,AIR,HF
20-06-24_R0,5.30303,4.64357,0.146369,0.103017,0.00664302,AIR,HF
20-06-24_R0,5.36111,3.69226,0.0851136,0.508167,0.00581091,AIR,HF
20-06-24_R0,5.41919,3.14011,0.302918,0.490167,0.0124325,AIR,HF
20-06-24_R0,5.47727,2.91003,0.261502,0.52,0.00424264,AIR,HF
20-06-24_R0,5.53535,3.55899,0.231076,0.516,0.00689928,AIR,HF
20-06-24_R0,5.59343,2.18564,0.257169,0.521167,0.00430891,AIR,HF
20-06-24_R0,5.65152,0.977186,0.188683,0.501667,0.0097707,AIR,HF
20-06-24_R0,5.7096,1.34748,0.121087,0.5235,0.00403733,AIR,HF
20-06-24_R0,5.76768,1.47071,0.258811,0.570833,0.0111967,AIR,HF
20-06-24_R0,5.82576,1.87637,0.213063,0.5615,0.00958645,AIR,HF
20-06-24_R0,5.88384,1.0058,0.144401,0.594,0.00843801,AIR,HF
20-06-24_R0,5.94192,0.954943,0.0797556,0.568333,0.0084301,AIR,HF
20-06-24_R0,6.0,1.08228,0.0895296,0.610667,0.0105198,AIR,HF
