id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R14,2.25,0.810699,1.18768e-16,0.02205,0.000151658,SIL,LF
20-06-24_R14,2.33333,0.378854,0.0164905,0.0140167,9.83192e-05,SIL,LF
20-06-24_R14,2.41667,1.12633,0.0259642,0.0269,0.000328634,SIL,LF
20-06-24_R14,2.5,0.444668,0.0260907,0.0122167,0.00108704,SIL,LF
20-06-24_R14,2.58333,0.371024,0.0305245,0.0163667,0.00179406,SIL,LF
20-06-24_R14,2.66667,0.479971,0.0247021,0.0125,0.000334664,SIL,LF
20-06-24_R14,2.75,0.15936,0.0105609,0.00664833,0.00021867,SIL,LF
20-06-24_R14,2.83333,0.908269,0.0421106,0.0161667,0.000463321,SIL,LF
20-06-24_R14,2.91667,0.871184,1.18768e-16,0.0203833,0.000231661,SIL,LF
20-06-24_R14,3.0,0.813281,0.0350818,0.01635,0.000151658,SIL,LF
20-06-24_R14,3.08333,0.589215,0.16002,0.0133833,0.00214701,SIL,LF
20-06-24_R14,3.16667,1.04441,0.221332,0.0212333,0.00349952,SIL,LF
20-06-24_R14,3.25,0.792006,0.0805009,0.0209333,0.00177726,SIL,LF
20-06-24_R14,3.33333,0.740015,0.409577,0.0175167,0.00156386,SIL,LF
20-06-24_R14,3.41667,0.936698,0.0341118,0.0294333,0.00079666,SIL,LF
20-06-24_R14,3.5,0.895661,0.11194,0.02965,0.00211353,SIL,LF
20-06-24_R14,3.58333,0.619972,0.0670779,0.0250333,0.00128634,SIL,LF
20-06-24_R14,3.66667,0.289391,0.0268571,0.0197167,0.000462241,SIL,LF
20-06-24_R14,3.75,0.18129,0.0540048,0.0173667,0.00111833,SIL,LF
20-06-24_R14,3.83333,0.391257,0.159997,0.0411167,0.00938263,SIL,LF
20-06-24_R14,3.91667,0.236555,0.0558413,0.01895,0.00146663,SIL,LF
20-06-24_R14,4.0,0.291756,0.0368872,0.02075,0.000824015,SIL,LF
20-06-24_R14,4.08333,0.0927516,0.0400187,0.0359833,0.00191146,SIL,LF
20-06-24_R14,4.16667,0.10815,0.0640567,0.0272833,0.00102648,SIL,LF
20-06-24_R14,4.25,0.160456,0.0354591,0.0363167,0.000685322,SIL,LF
20-06-24_R14,4.33333,0.127218,0.0150153,0.0359833,0.000263944,SIL,LF
20-06-24_R14,4.41667,0.342434,0.0647321,0.0689333,0.0158733,SIL,LF
20-06-24_R14,4.5,0.18286,0.0242649,0.03645,0.000850294,SIL,LF
20-06-24_R14,4.58333,0.132459,0.0324078,0.0454167,0.00629807,SIL,LF
20-06-24_R14,4.66667,0.161192,0.0546127,0.03345,0.0012724,SIL,LF
20-06-24_R14,4.75,0.196268,0.0285736,0.0318,0.000802496,SIL,LF
20-06-24_R14,4.83333,0.156778,0.0208773,0.0367167,0.000696898,SIL,LF
20-06-24_R14,4.91667,0.217536,0.0439518,0.0389333,0.000736659,SIL,LF
20-06-24_R14,5.0,0.129189,0.0305706,0.0497333,0.00792608,SIL,LF
20-06-24_R14,5.08333,0.0697222,0.0175304,0.0414167,0.00637414,SIL,LF
20-06-24_R14,5.16667,0.126734,0.0458545,0.0488333,0.00990952,SIL,LF
20-06-24_R14,5.25,0.147923,0.0628285,0.0455667,0.00849109,SIL,LF
20-06-24_R14,5.33333,0.181084,0.181392,0.1715,0.0139964,SIL,LF
20-06-24_R14,5.41667,0.967845,0.235549,0.532333,0.0086641,SIL,LF
20-06-24_R14,5.5,0.928923,0.148864,0.516833,0.0121888,SIL,LF
20-06-24_R14,5.58333,1.31253,0.481632,0.5875,0.0205791,SIL,LF
20-06-24_R14,5.66667,1.2098,0.401582,0.658667,0.0475044,SIL,LF
20-06-24_R14,5.75,0.959783,0.0854862,0.597833,0.00499667,SIL,LF
20-06-24_R14,5.83333,1.12403,0.338407,0.624833,0.00773089,SIL,LF
20-06-24_R14,5.91667,1.07188,0.134247,0.626167,0.00685322,SIL,LF
20-06-24_R14,6.0,1.1724,0.217264,0.666333,0.0104243,SIL,LF
