id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R18,2.39899,1.15415,0.0749367,0.0205833,0.00141904,PCR,HF
20-06-24_R18,2.45707,0.786484,0.0547752,0.0186833,0.00152239,PCR,HF
20-06-24_R18,2.51515,1.34647,0.104237,0.0204333,0.000758068,PCR,HF
20-06-24_R18,2.57323,1.12961,0.318382,0.01345,0.00103875,PCR,HF
20-06-24_R18,2.63131,1.08974,0.18146,0.0192667,0.00228181,PCR,HF
20-06-24_R18,2.68939,0.729042,0.0610106,0.012,0.000236643,PCR,HF
20-06-24_R18,2.74747,0.972819,0.0923842,0.01585,0.000446094,PCR,HF
20-06-24_R18,2.80556,1.339,0.0868978,0.0189167,0.000673548,PCR,HF
20-06-24_R18,2.86364,1.24814,0.160015,0.02615,0.0024106,PCR,HF
20-06-24_R18,2.92172,1.21125,0.183463,0.0256167,0.00303935,PCR,HF
20-06-24_R18,2.9798,1.07465,0.0813506,0.0228167,0.00219856,PCR,HF
20-06-24_R18,3.03788,1.92466,0.177117,0.03555,0.00237297,PCR,HF
20-06-24_R18,3.09596,1.39347,0.0606544,0.0232833,0.00270512,PCR,HF
20-06-24_R18,3.15404,1.05448,0.0872169,0.0171333,0.000926643,PCR,HF
20-06-24_R18,3.21212,0.775384,0.291692,0.0114,0.001002,PCR,HF
20-06-24_R18,3.2702,1.24737,0.10153,0.0245833,0.00168928,PCR,HF
20-06-24_R18,3.32828,0.924898,0.25149,0.0140667,0.0022783,PCR,HF
20-06-24_R18,3.38636,0.93368,0.127962,0.0290333,0.00164276,PCR,HF
20-06-24_R18,3.44444,1.01187,0.113827,0.0298,0.00179332,PCR,HF
20-06-24_R18,3.50253,0.998904,0.193628,0.0304333,0.00311234,PCR,HF
20-06-24_R18,3.56061,0.421314,0.255634,0.0207833,0.00418589,PCR,HF
20-06-24_R18,3.61869,0.576249,0.165214,0.02335,0.00278622,PCR,HF
20-06-24_R18,3.67677,0.213284,0.083068,0.0179,0.00156077,PCR,HF
20-06-24_R18,3.73485,0.437065,0.221174,0.0213167,0.00380075,PCR,HF
20-06-24_R18,3.79293,0.931161,0.148884,0.0530167,0.00442421,PCR,HF
20-06-24_R18,3.85101,0.476845,0.0399052,0.0248667,0.000476095,PCR,HF
20-06-24_R18,3.90909,0.129369,0.0647133,0.0208,0.00102372,PCR,HF
20-06-24_R18,3.96717,0.722961,0.151915,0.0325833,0.00320837,PCR,HF
20-06-24_R18,4.02525,0.508715,0.119924,0.0318,0.0021918,PCR,HF
20-06-24_R18,4.08333,0.358569,0.217674,0.0510333,0.00487962,PCR,HF
20-06-24_R18,4.14141,0.666587,0.166258,0.03685,0.00282966,PCR,HF
20-06-24_R18,4.19949,0.224413,0.149076,0.0317667,0.00263641,PCR,HF
20-06-24_R18,4.25758,0.0809877,0.0253148,0.0310167,0.000598052,PCR,HF
20-06-24_R18,4.31566,0.229943,0.0187163,0.0298333,0.000436654,PCR,HF
20-06-24_R18,4.37374,0.189067,0.0291198,0.0319333,0.000958471,PCR,HF
20-06-24_R18,4.43182,0.299174,0.0302255,0.0422667,0.0054771,PCR,HF
20-06-24_R18,4.4899,0.211696,0.0806067,0.0325833,0.00109255,PCR,HF
20-06-24_R18,4.54798,0.270617,0.0303479,0.0363167,0.000858875,PCR,HF
20-06-24_R18,4.60606,0.220682,0.0748798,0.0328667,0.00146105,PCR,HF
20-06-24_R18,4.66414,0.391152,0.0711054,0.0392667,0.0011639,PCR,HF
20-06-24_R18,4.72222,0.238075,0.0469771,0.0368167,0.000861201,PCR,HF
20-06-24_R18,4.7803,0.354016,0.0464822,0.04135,0.000924662,PCR,HF
20-06-24_R18,4.83838,0.371178,0.0731922,0.04495,0.00120955,PCR,HF
20-06-24_R18,4.89646,0.282828,0.0336307,0.0414,0.000603324,PCR,HF
20-06-24_R18,4.95455,0.259056,0.06985,0.0415667,0.00150022,PCR,HF
20-06-24_R18,5.01263,0.189679,0.10565,0.0425,0.00157099,PCR,HF
20-06-24_R18,5.07071,0.177727,0.076402,0.0376333,0.000909212,PCR,HF
20-06-24_R18,5.12879,0.256371,0.070302,0.0390333,0.00133066,PCR,HF
20-06-24_R18,5.18687,0.249846,0.042476,0.0384167,0.00106849,PCR,HF
20-06-24_R18,5.24495,0.252186,0.08012,0.0361667,0.00173743,PCR,HF
20-06-24_R18,5.30303,0.192616,0.0778996,0.0353333,0.00137937,PCR,HF
20-06-24_R18,5.36111,0.706914,0.087925,0.4535,0.00750333,PCR,HF
20-06-24_R18,5.41919,0.726074,0.0945757,0.444833,0.00495648,PCR,HF
20-06-24_R18,5.47727,0.761668,0.0896202,0.487667,0.0044121,PCR,HF
20-06-24_R18,5.53535,0.861162,0.164682,0.489667,0.00388158,PCR,HF
20-06-24_R18,5.59343,0.884918,0.0820933,0.503333,0.00520256,PCR,HF
20-06-24_R18,5.65152,0.797549,0.0773414,0.511667,0.00643946,PCR,HF
20-06-24_R18,5.7096,0.831613,0.131542,0.514833,0.00365605,PCR,HF
20-06-24_R18,5.76768,0.938457,0.101884,0.557,0.006,PCR,HF
20-06-24_R18,5.82576,0.831246,0.108337,0.5475,0.00692098,PCR,HF
20-06-24_R18,5.88384,1.03056,0.0979216,0.590667,0.00488535,PCR,HF
20-06-24_R18,5.94192,0.953959,0.0663459,0.572667,0.00838252,PCR,HF
20-06-24_R18,6.0,0.95191,0.048229,0.613667,0.00742069,PCR,HF
