id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R18,0.25,0.148925,0.0229835,0.0205833,0.000411906,PCR,HF
20-06-24_R18,0.308081,0.243327,0.020363,0.0205167,0.000507609,PCR,HF
20-06-24_R18,0.366162,0.123448,0.0082202,0.0171167,0.000312517,PCR,HF
20-06-24_R18,0.424242,0.678195,0.0156337,0.0251667,0.000175119,PCR,HF
20-06-24_R18,0.482323,2.06885,0.0476916,0.0483,0.000296648,PCR,HF
20-06-24_R18,0.540404,2.65181,0.0611295,0.0585833,0.000567157,PCR,HF
20-06-24_R18,0.598485,0.917628,0.0275343,0.0298333,0.000216025,PCR,HF
20-06-24_R18,0.656566,1.35881,0.0591461,0.0368333,0.000432049,PCR,HF
20-06-24_R18,0.714646,1.15405,0.0420272,0.0337333,0.00121271,PCR,HF
20-06-24_R18,0.772727,1.17435,0.0,0.0360667,0.000922316,PCR,HF
20-06-24_R18,0.830808,2.59533,0.0689085,0.0653,0.00230304,PCR,HF
20-06-24_R18,0.888889,3.33045,0.0797766,0.0695667,0.000786554,PCR,HF
20-06-24_R18,0.94697,1.92061,0.0460059,0.0497833,0.00124646,PCR,HF
20-06-24_R18,1.00505,3.28604,0.0,0.0664,0.00098387,PCR,HF
20-06-24_R18,1.06313,2.6265,0.0629147,0.0558833,0.000278687,PCR,HF
20-06-24_R18,1.12121,3.25076,0.0,0.06695,0.0003937,PCR,HF
20-06-24_R18,1.17929,4.84643,0.0,0.0943167,0.000570672,PCR,HF
20-06-24_R18,1.23737,2.40422,0.0875547,0.04975,0.000258844,PCR,HF
20-06-24_R18,1.29545,2.18388,0.0655293,0.04645,0.000535724,PCR,HF
20-06-24_R18,1.35354,1.37299,0.0411977,0.03255,0.000403733,PCR,HF
20-06-24_R18,1.41162,1.01596,0.0243357,0.0257833,0.000204124,PCR,HF
20-06-24_R18,1.4697,1.41595,0.0,0.0329833,0.000231661,PCR,HF
20-06-24_R18,1.52778,1.13584,0.0272073,0.0277,8.94427e-05,PCR,HF
20-06-24_R18,1.58586,2.50891,0.0,0.05085,0.000350714,PCR,HF
20-06-24_R18,1.64394,1.75617,0.116383,0.0373333,0.00131555,PCR,HF
20-06-24_R18,1.70202,1.54323,0.0734969,0.0340333,0.000631401,PCR,HF
20-06-24_R18,1.7601,1.19022,0.02851,0.0285667,0.000242212,PCR,HF
20-06-24_R18,1.81818,1.7571,0.0,0.0404667,0.000225093,PCR,HF
20-06-24_R18,1.87626,3.36484,0.156006,0.0721833,0.00115484,PCR,HF
20-06-24_R18,1.93434,2.46418,0.0,0.0505667,0.000225093,PCR,HF
20-06-24_R18,1.99242,1.74547,0.0635648,0.0377667,0.00090037,PCR,HF
20-06-24_R18,2.05051,1.95034,0.0,0.0422667,0.000265832,PCR,HF
20-06-24_R18,2.10859,2.1398,0.0629861,0.0473667,0.000508593,PCR,HF
20-06-24_R18,2.16667,3.0403,0.0700848,0.0650333,0.000731209,PCR,HF
20-06-24_R18,2.22475,1.70969,0.0394119,0.0366667,0.000598888,PCR,HF
20-06-24_R18,2.28283,2.40901,0.137421,0.0485167,0.00124646,PCR,HF
20-06-24_R18,2.34091,0.927586,0.0278329,0.0218667,0.000568038,PCR,HF
