id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R16,1.81818,0.600194,0.0180094,0.01935,0.000524404,SIL,HF
20-06-24_R16,1.87626,0.423379,0.0127039,0.0187,0.000942338,SIL,HF
20-06-24_R16,1.93434,0.45551,0.0134083,0.0163167,0.000633772,SIL,HF
20-06-24_R16,1.99242,0.900228,0.0283759,0.0243333,0.00037238,SIL,HF
20-06-24_R16,2.05051,0.80757,0.0384608,0.0225833,0.000803534,SIL,HF
20-06-24_R16,2.10859,1.38936,0.0332804,0.03315,0.000383406,SIL,HF
20-06-24_R16,2.16667,1.01896,0.044353,0.02855,0.000703562,SIL,HF
20-06-24_R16,2.22475,0.311185,0.0648506,0.0129167,0.00114266,SIL,HF
20-06-24_R16,2.28283,0.933452,0.0788856,0.0228833,0.00136296,SIL,HF
20-06-24_R16,2.34091,1.16839,0.0541708,0.02595,0.000852643,SIL,HF
20-06-24_R16,2.39899,1.79692,0.0409986,0.0293167,0.000888632,SIL,HF
20-06-24_R16,2.45707,1.36101,2.37537e-16,0.0304,0.00122801,SIL,HF
20-06-24_R16,2.51515,1.12502,0.0660098,0.0179,0.000532917,SIL,HF
20-06-24_R16,2.57323,0.583341,0.14059,0.00979,0.000351113,SIL,HF
20-06-24_R16,2.63131,1.21367,0.0441984,0.0222333,0.00160083,SIL,HF
20-06-24_R16,2.68939,1.03687,0.124629,0.01415,0.000550454,SIL,HF
20-06-24_R16,2.74747,0.760853,0.0748657,0.0129167,0.000360093,SIL,HF
20-06-24_R16,2.80556,1.70846,0.116659,0.0224,0.000758947,SIL,HF
20-06-24_R16,2.86364,3.06595,0.0734406,0.0566167,0.00091086,SIL,HF
20-06-24_R16,2.92172,2.49885,0.107791,0.0472,0.00111714,SIL,HF
20-06-24_R16,2.9798,3.53624,0.0815174,0.06315,0.00106536,SIL,HF
20-06-24_R16,3.03788,2.35527,0.0706721,0.04265,0.000979285,SIL,HF
20-06-24_R16,3.09596,1.9951,0.10268,0.0323667,0.00151745,SIL,HF
20-06-24_R16,3.15404,1.77257,0.0531879,0.0263833,0.000397073,SIL,HF
20-06-24_R16,3.21212,0.748745,0.178975,0.0118667,0.000861781,SIL,HF
20-06-24_R16,3.2702,1.01124,0.0303428,0.0216,0.000384708,SIL,HF
20-06-24_R16,3.32828,1.66133,0.100294,0.0231833,0.000738693,SIL,HF
20-06-24_R16,3.38636,3.1134,4.75074e-16,0.0672,0.000309839,SIL,HF
20-06-24_R16,3.44444,1.0204,1.00757,0.0273333,0.0185652,SIL,HF
20-06-24_R16,3.50253,2.20993,0.0529359,0.0523833,0.000598052,SIL,HF
20-06-24_R16,3.56061,1.78356,0.0649521,0.0438,0.00069857,SIL,HF
20-06-24_R16,3.61869,0.694209,0.0299457,0.02555,0.00041833,SIL,HF
20-06-24_R16,3.67677,1.91809,0.183007,0.04715,0.0027617,SIL,HF
20-06-24_R16,3.73485,3.01851,0.0695822,0.0650667,0.00109118,SIL,HF
20-06-24_R16,3.79293,1.95421,0.0850624,0.0582167,0.00168928,SIL,HF
20-06-24_R16,3.85101,2.43874,0.0768707,0.0583,0.000505964,SIL,HF
20-06-24_R16,3.90909,2.07661,0.0623101,0.0517,0.00511508,SIL,HF
20-06-24_R16,3.96717,0.567252,0.0341717,0.03025,0.000709225,SIL,HF
20-06-24_R16,4.02525,1.36459,0.0326864,0.0445167,0.0031486,SIL,HF
20-06-24_R16,4.08333,1.22583,0.0583806,0.0513333,0.00262348,SIL,HF
20-06-24_R16,4.14141,1.2286,0.0534778,0.0470833,0.00091086,SIL,HF
20-06-24_R16,4.19949,1.29522,0.0900803,0.0508833,0.00100681,SIL,HF
20-06-24_R16,4.25758,1.46782,0.0,0.0553167,0.000407022,SIL,HF
20-06-24_R16,4.31566,0.728157,0.0265173,0.03885,0.000356371,SIL,HF
20-06-24_R16,4.37374,0.64228,0.0316951,0.0467833,0.0104691,SIL,HF
20-06-24_R16,4.43182,1.37463,0.0404634,0.0592667,0.00520871,SIL,HF
20-06-24_R16,4.4899,2.58002,0.0759446,0.0740167,0.000444597,SIL,HF
20-06-24_R16,4.54798,1.8883,0.213637,0.0604833,0.00781599,SIL,HF
20-06-24_R16,4.60606,1.30224,0.0311934,0.04935,0.000683374,SIL,HF
20-06-24_R16,4.66414,0.858874,0.0499556,0.04555,0.00100946,SIL,HF
20-06-24_R16,4.72222,0.980742,0.046708,0.0471,0.00087178,SIL,HF
20-06-24_R16,4.7803,1.44564,0.0425538,0.0587833,0.000617792,SIL,HF
20-06-24_R16,4.83838,1.4573,0.0,0.0621167,0.00141904,SIL,HF
20-06-24_R16,4.89646,0.927586,0.0278329,0.0518333,0.000755425,SIL,HF
20-06-24_R16,4.95455,0.524404,0.0237116,0.0452833,0.000411906,SIL,HF
20-06-24_R16,5.01263,0.389931,0.0496302,0.0447167,0.00101669,SIL,HF
20-06-24_R16,5.07071,0.519505,0.0267369,0.0438167,0.000658534,SIL,HF
20-06-24_R16,5.12879,0.508411,0.0261658,0.0438,0.000368782,SIL,HF
20-06-24_R16,5.18687,0.718873,0.0333294,0.0476167,0.000767898,SIL,HF
20-06-24_R16,5.24495,0.82759,0.0198239,0.0471667,0.000458984,SIL,HF
20-06-24_R16,5.30303,0.789879,0.0232508,0.0459667,0.000524087,SIL,HF
20-06-24_R16,5.36111,1.05182,0.1694,0.459167,0.0056006,SIL,HF
20-06-24_R16,5.41919,0.866447,0.18062,0.449167,0.00407022,SIL,HF
20-06-24_R16,5.47727,0.859185,0.116703,0.488833,0.00444597,SIL,HF
20-06-24_R16,5.53535,1.07379,0.164007,0.487333,0.0070899,SIL,HF
20-06-24_R16,5.59343,1.1103,0.135766,0.512833,0.00775672,SIL,HF
20-06-24_R16,5.65152,0.989502,0.112959,0.507667,0.00628225,SIL,HF
20-06-24_R16,5.7096,0.989542,0.133417,0.518,0.00609918,SIL,HF
20-06-24_R16,5.76768,0.940223,0.0807401,0.556,0.00712741,SIL,HF
20-06-24_R16,5.82576,1.04382,0.0627198,0.548333,0.00273252,SIL,HF
20-06-24_R16,5.88384,1.05571,0.117481,0.602167,0.00515429,SIL,HF
20-06-24_R16,5.94192,1.18239,0.194011,0.588333,0.00717403,SIL,HF
20-06-24_R16,6.0,1.07832,0.12536,0.617667,0.0102111,SIL,HF
